Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2005","2005","index","90.5","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2006","2006","index","85.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2007","2007","index","103.63","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2008","2008","index","86.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2009","2009","index","78.28","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2010","2010","index","117.21","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2011","2011","index","104.95","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2012","2012","index","87.67","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2013","2013","index","90.43","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2014","2014","index","103.53","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2015","2015","index","105.1","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2016","2016","index","91.36","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2017","2017","index","90.4","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2018","2018","index","90.47","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2019","2019","index","81.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2000","2000","index","61.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2001","2001","index","67.97","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2002","2002","index","52.17","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2003","2003","index","86.19","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2004","2004","index","74.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2005","2005","index","88.34","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2006","2006","index","93.12","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2007","2007","index","113.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2008","2008","index","101.09","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2009","2009","index","100.27","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2010","2010","index","126.44","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2011","2011","index","119.7","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2012","2012","index","141.97","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2013","2013","index","113.47","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2014","2014","index","98.11","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2015","2015","index","80.15","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2016","2016","index","121.74","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2017","2017","index","120.45","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2018","2018","index","99.04","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","236","Soybeans","2019","2019","index","118.98","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2000","2000","index","244.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2001","2001","index","252.7","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2002","2002","index","319.07","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2003","2003","index","334.64","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2004","2004","index","419.98","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2005","2005","index","501.29","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2006","2006","index","421.22","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2007","2007","index","494.32","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2008","2008","index","385.57","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2009","2009","index","279.29","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2010","2010","index","210.86","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2011","2011","index","165.31","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2012","2012","index","171.82","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2013","2013","index","157.31","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2014","2014","index","133.92","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2015","2015","index","90.32","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2016","2016","index","75.76","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2017","2017","index","75.07","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2018","2018","index","65.51","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","267","Sunflower seed","2019","2019","index","63.28","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2000","2000","index","82","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2001","2001","index","79.44","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2002","2002","index","63.5","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2003","2003","index","88.26","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2004","2004","index","90.46","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2005","2005","index","103.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2006","2006","index","94.46","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2007","2007","index","116.37","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2008","2008","index","95.57","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2009","2009","index","91.51","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2010","2010","index","113.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2011","2011","index","114.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2012","2012","index","99.92","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2013","2013","index","117.11","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2014","2014","index","107.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2015","2015","index","92.56","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2016","2016","index","100.36","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2017","2017","index","102.78","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2018","2018","index","105.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1732","Oilcrops, Oil Equivalent","2019","2019","index","103.28","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2000","2000","index","76.21","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2001","2001","index","108.43","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2002","2002","index","70.43","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2003","2003","index","156.36","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2004","2004","index","127.43","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2005","2005","index","124.78","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2006","2006","index","167.31","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2007","2007","index","126.62","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2008","2008","index","224.42","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2009","2009","index","43.8","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2010","2010","index","180.38","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2011","2011","index","208.17","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2012","2012","index","223.73","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2013","2013","index","205.46","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2014","2014","index","126.49","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2015","2015","index","88.82","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2016","2016","index","84.69","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2017","2017","index","82.95","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2018","2018","index","72.1","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","265","Castor oil seed","2019","2019","index","48.94","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2000","2000","index","110.63","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2001","2001","index","112.41","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2002","2002","index","113.25","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2003","2003","index","111.27","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2004","2004","index","109.25","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2005","2005","index","104.39","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2006","2006","index","102.7","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2007","2007","index","140.43","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2008","2008","index","135.29","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2009","2009","index","113.68","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2010","2010","index","110.46","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2011","2011","index","109.27","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2012","2012","index","106.79","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2013","2013","index","104.53","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2014","2014","index","102.61","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2015","2015","index","100.58","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2016","2016","index","96.81","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2017","2017","index","93.84","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2018","2018","index","92.28","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","249","Coconuts","2019","2019","index","91.49","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2000","2000","index","153.77","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2001","2001","index","165.85","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2002","2002","index","144.6","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2003","2003","index","179.42","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2004","2004","index","116.86","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2005","2005","index","103.27","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2006","2006","index","107.9","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2007","2007","index","119.02","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2008","2008","index","119.29","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2009","2009","index","72.58","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2010","2010","index","90.5","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2011","2011","index","114.81","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2012","2012","index","104","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2013","2013","index","126.2","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2014","2014","index","106.26","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2015","2015","index","110.06","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2016","2016","index","83.67","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2017","2017","index","99.09","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2018","2018","index","109.81","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","242","Groundnuts, with shell","2019","2019","index","104.55","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2000","2000","index","11575.14","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2001","2001","index","11561.06","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2002","2002","index","8547.35","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2003","2003","index","7927.25","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2004","2004","index","5393.6","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2005","2005","index","5996.05","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2006","2006","index","5376.86","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2007","2007","index","4792.38","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2008","2008","index","4689.62","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2009","2009","index","3222.51","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2010","2010","index","2393.31","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2011","2011","index","1733.56","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2012","2012","index","1179.34","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2013","2013","index","506.98","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2014","2014","index","169.43","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2015","2015","index","100.33","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2016","2016","index","30.23","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","336","Hempseed","2017","2017","index","18.51","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2000","2000","index","280.57","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2001","2001","index","165.75","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2002","2002","index","180.36","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2003","2003","index","172.98","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2004","2004","index","176.16","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2005","2005","index","142.47","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2006","2006","index","151.38","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2007","2007","index","193.19","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2008","2008","index","161.51","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2009","2009","index","185.97","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2010","2010","index","135.05","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2011","2011","index","135.19","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2012","2012","index","119.52","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2013","2013","index","122.4","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2014","2014","index","108.16","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2015","2015","index","95.86","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2016","2016","index","95.98","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2017","2017","index","89.54","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2018","2018","index","86.37","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","333","Linseed","2019","2019","index","77.76","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2000","2000","index","92.02","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2001","2001","index","92.62","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2002","2002","index","93.35","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2003","2003","index","94.2","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2004","2004","index","95.13","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2005","2005","index","96.08","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2006","2006","index","93.41","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2007","2007","index","94.04","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2008","2008","index","94.64","Fc","Calculated data"
"QI","Production Indices","165","Pakistan","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2009","2009","index","95.42","Fc","Calculated data"
